comment,like_count,published_at,author,sentiment,emotions,anger,fear,negative,positive,trust,anticipation,joy,surprise,sadness,disgust,positive_count
People who remember this song from FIFA 24,0,2024-10-15T20:15:43Z,@whitebeard129,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
64k views in 7 hours… this isn’t doing undercard ufc numbers 😅,1,2024-10-15T20:11:45Z,@xci-ew8ul,Neutral,{'positive': 1},0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Free money for Mike and free money for Jake...Jake wins by decision...noones gwtting knocked out lol...
Stop fcking crying...put your money on Jake to win like all the rich / smart people.",0,2024-10-15T20:06:05Z,@Scottbetts10,Positive,"{'anger': 3, 'anticipation': 3, 'joy': 3, 'positive': 3, 'surprise': 3, 'trust': 3, 'negative': 1, 'sadness': 1}",3.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,1
Forgot 58 years of age,1,2024-10-15T20:05:06Z,@Chyijh,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Happy for Mike getting a payday...not happy for his poor face,1,2024-10-15T20:03:17Z,@novajtv,Positive,"{'anticipation': 1, 'joy': 1, 'positive': 1, 'trust': 1}",0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1
Mick the goat,0,2024-10-15T19:59:01Z,@Clipperbossman,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ok,0,2024-10-15T19:58:47Z,@Clipperbossman,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A complete joke and waste of time,0,2024-10-15T19:55:44Z,@joseignacioguerraswett1153,Negative,"{'negative': 2, 'disgust': 1, 'anticipation': 1}",0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
Tyson not ready. but i believe his experience is going to land him a great punch that could devastate Jake.,8,2024-10-15T19:51:34Z,@DonBrowsing,Positive,"{'anticipation': 1, 'positive': 1, 'anger': 2, 'fear': 2, 'negative': 2, 'sadness': 2, 'surprise': 1}",2.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1
Uppercut beats a hook,0,2024-10-15T19:47:17Z,@Batmanthebat0282,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
jake about to get Rocked,1,2024-10-15T19:46:34Z,@SkeloGaming.,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
I know $$$ is the whole point for these two fighting. But why would Tyson tarnish his legacy against this ?,0,2024-10-15T19:41:35Z,@AnthonyMcqueen1987,Positive,"{'anger': 1, 'negative': 2, 'disgust': 1, 'sadness': 1}",1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
Not a real fight.,0,2024-10-15T19:39:01Z,@nunyabidness6989,Negative,"{'positive': 1, 'trust': 1, 'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Siento que va a estar más comprada la pelea,0,2024-10-15T19:37:30Z,@Zapataff,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Pathetic clown. Long live Tyson's greatness.,2,2024-10-15T19:34:24Z,@pinkpanther1947,Negative,"{'anticipation': 1, 'joy': 2, 'positive': 2, 'surprise': 2, 'trust': 1}",0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0
jake the elder puncher paul vs mike the geriatric tyson 🔥🔥🔥,0,2024-10-15T19:33:31Z,@staticcsclips6161,Neutral,"{'positive': 1, 'trust': 1, 'negative': 1, 'sadness': 1}",0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
I know angry grandma gonna say I hope Mike tyson beat his ice,0,2024-10-15T19:32:18Z,@albertwellsisthesavage1697,Negative,"{'anger': 1, 'disgust': 1, 'negative': 1, 'anticipation': 1, 'joy': 1, 'positive': 1, 'surprise': 1, 'trust': 1}",1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0
🎉,0,2024-10-15T19:30:29Z,@Barry-the-Bee-quiz,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
jake will get so humiliated,1,2024-10-15T19:26:58Z,@oxfopee,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
We all know that this curly white tampon-boy has a tight throat.,0,2024-10-15T19:24:16Z,@TheReDeeMeR1988,Negative,"{'anticipation': 1, 'joy': 1, 'positive': 1, 'trust': 1}",0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
"Either way, Old Tyson reigns supreme or it's just too embarrassing to knock an old guy out. Mehh It's a win win for Mike whatsoever. But man, my pondering ass just wants Tyson to beat the shit out of that punk 😂",1,2024-10-15T19:23:49Z,@ShrryHurry,Positive,"{'positive': 1, 'negative': 3, 'anger': 1, 'disgust': 1}",1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
Team Mike Tyson?  oh sht everyone is already in Mike's team 😂😂😂,0,2024-10-15T19:16:44Z,@XMALIKPK,Neutral,{'trust': 1},0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
They even made a netflix trailer holy shit it's gonna be so staged,10,2024-10-15T19:13:14Z,@nxcnibiru,Negative,"{'positive': 1, 'anger': 1, 'disgust': 1, 'negative': 1}",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"I hope they made it staged so that Tyson wins. If it's not, I don't think he'll be much more energetic in the later rounds and that most likely will make him lose the match unless he knock jake out with an uppercut in the first round lol",0,2024-10-15T19:01:51Z,@Emirhanoleo78,Positive,"{'anticipation': 1, 'joy': 1, 'positive': 2, 'surprise': 2, 'trust': 1, 'anger': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1}",1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
Lmao didn't expect nextflix too join in,0,2024-10-15T19:01:38Z,@ABu-r4n,Positive,"{'anticipation': 1, 'positive': 2, 'surprise': 1, 'trust': 1}",0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1
How can they let Jake die like this?,5,2024-10-15T18:59:49Z,@isaiah537,Neutral,"{'fear': 1, 'negative': 1, 'sadness': 1}",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
Ima say jake should be shame of himself that man is too old ofc mike will accept it bc u kno his heart and mind say he can fight still but his body doesn’t even tho he have strength but this ain’t fair man old and Jake is young …,0,2024-10-15T18:54:14Z,@Troy1k.ceo.,Positive,"{'disgust': 1, 'fear': 2, 'negative': 2, 'sadness': 1, 'anger': 1, 'positive': 3, 'trust': 1, 'anticipation': 1, 'joy': 1, 'surprise': 1}",1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1
Mike is even struggling to film the advert.,0,2024-10-15T18:54:11Z,@wez90210,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
I know this fight shouldn’t be happening but Imagine if Mike actually knock Jake out.,2,2024-10-15T18:53:20Z,@Crashbandicoot-dc7qu,Neutral,"{'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Wahalaroom,1,2024-10-15T18:50:46Z,@sadiqjafar9303,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Wait a minute Friday at 5pm??
Why not on a Saturday?🤯🤯🤯",0,2024-10-15T18:47:47Z,@elhugeo,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Jake become a boxer for fun in his twenties, Mike has been hypnotized to be a champion since he was 13. This is lifestyle versus a person playing.",1,2024-10-15T18:47:44Z,@TomPuppetmaster,Positive,"{'anticipation': 2, 'joy': 2, 'positive': 2, 'trust': 1, 'anger': 1, 'negative': 1}",1.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,1
"Prediction:

Mike wins - People say ""I told you so! It's Mike Tyson! He whooped his aahh!""

Jake wins - People say ""I told you so! Mike is too damn old! He got whooped because he's too damn old!""",34,2024-10-15T18:44:56Z,@truthserum3050,Positive,"{'anger': 2, 'disgust': 2, 'negative': 2}",2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1
"they couldn't fight naturally without scripting, such a world of greed",0,2024-10-15T18:44:48Z,@jpxtv69,Positive,"{'anger': 2, 'fear': 1, 'negative': 2, 'disgust': 1}",2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
Tyson has forgot more than jake has learned. Tyson round 1. F fake paul. His mama too,1,2024-10-15T18:42:35Z,@adamturner1563,Negative,{'negative': 1},0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Gonna watch the highlights on some noname channel here on youtube ❤😂,0,2024-10-15T18:38:46Z,@RebellionStallion-is7os,Neutral,"{'anticipation': 1, 'fear': 1}",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
"YAWN! Oh look, a washed up old man and a worthless piece of crap.",0,2024-10-15T18:38:41Z,@12crows1,Negative,"{'anger': 1, 'disgust': 2, 'negative': 2, 'sadness': 1}",1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0
Mike is gonna spin his head around,1,2024-10-15T18:36:46Z,@peteyandjaydee,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Tyson have more Talent and  more Technik - Tyson is better,2,2024-10-15T18:36:45Z,@AG-fp2bm,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"If this is staged and Jake wins, then the World will go OMG and then he will fight every single boxer until reach prolly Mayweather and lose there or Andy Garcia, something like this. A total circus :S",0,2024-10-15T18:34:23Z,@Fameca,Negative,"{'anger': 2, 'fear': 2, 'negative': 2, 'disgust': 1, 'sadness': 1, 'surprise': 1}",2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
Bit his ear mike,0,2024-10-15T18:33:34Z,@Amber-i9k,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"I just found out who Mike Tyson was yesterday and havnt searched ng, then I see this",0,2024-10-15T18:32:46Z,@Southern-scout,Neutral,"{'joy': 1, 'positive': 1, 'trust': 1}",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
I thought the fight was off,0,2024-10-15T18:32:44Z,@TheTruthOverBS,Neutral,"{'anticipation': 1, 'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Mike took this for money and so did netflix. I bet it wont happen and if it does it will be acted out.,0,2024-10-15T18:28:22Z,@ysaleem7820,Neutral,"{'anger': 1, 'anticipation': 3, 'joy': 1, 'positive': 1, 'surprise': 1, 'trust': 1}",1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0
“ this is the fight the world’s being waiting for” WHICH WORLD Netflix?!😂,32,2024-10-15T18:19:06Z,@mindgamesvideo6707,Neutral,"{'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
So pathetic of Jake picking old fighters and bums to make like he’s superior. Too damn scared to face fighters his age. He’s a joke and a fraud and a scam and he knows it. How can you call yourself “the face” and “the best” if you don’t actually challenge yourself. He’s just lying to himself and to kids in general. A true scumbag.,1,2024-10-15T18:17:41Z,@KonaDaGamah,Positive,"{'disgust': 3, 'negative': 6, 'sadness': 1, 'positive': 4, 'anger': 4, 'trust': 3, 'fear': 1, 'joy': 1}",4.0,1.0,6.0,4.0,3.0,0.0,1.0,0.0,1.0,3.0,1
"if you're from the georgia area please vote trump 
this is about your family, your future, and humanity
choose wisely",0,2024-10-15T18:08:44Z,@Kyle-f1y4j,Positive,"{'anger': 1, 'anticipation': 1, 'joy': 2, 'negative': 1, 'positive': 2, 'sadness': 1, 'surprise': 2, 'trust': 2}",1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,1
Tyson should enter with Eminem rapping till I collapse ....since it fits.,0,2024-10-15T18:05:44Z,@rizwanawab,Neutral,"{'anger': 2, 'disgust': 1, 'fear': 1, 'negative': 2, 'sadness': 1}",2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
Please disclose the clauses of their aggreement 😂😂😂lol😂😂😂,0,2024-10-15T18:03:23Z,@rohanthorat6051,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MIke Tyson knocks him out. Wtf is Jake Paul in boxing????? its like comparing a double phd holder to an undergad. lol,2,2024-10-15T18:02:17Z,@iGOLDCOAST,Positive,{'anger': 1},1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Only thing I want Mike to take more seriously than sparring is endurance and conditioning,0,2024-10-15T18:02:05Z,@lawrencebrazier4888,Positive,{'positive': 1},0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Mikey mouse vs The Canibal ! Bring it.,0,2024-10-15T18:00:27Z,@notedsinner3171,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
El pollo vs Iron Mike.,1,2024-10-15T17:57:44Z,@terminaltranscendence8422,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
WEAK,0,2024-10-15T17:55:03Z,@PapakeV13,Negative,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ya'll need to go back to mailing discs to people and get humble again.,0,2024-10-15T17:54:29Z,@B-Blues,Negative,"{'disgust': 1, 'negative': 1, 'positive': 1, 'sadness': 1}",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0
Mike Tyson is definetly gonna lose not just bc it's staged but it's because they are gonna pay him millions even if Tyson wins or loses...,0,2024-10-15T17:47:48Z,@enso.macak9,Neutral,"{'anger': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'surprise': 1, 'anticipation': 1, 'joy': 1, 'positive': 1, 'trust': 1}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
"As much as we love Mike Tyson the other guy has a chance too, Remember it's a sports",0,2024-10-15T17:46:33Z,@Amogelang_Mash97,Positive,"{'joy': 1, 'positive': 1, 'surprise': 1}",0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
"Mike won’t cook him, he’ll burn him",1,2024-10-15T17:43:24Z,@AdamAhmed-w2e,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
What is this a scripted show,0,2024-10-15T17:42:53Z,@KhodorAhmed,Neutral,{'trust': 1},0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
I guess I will downloading Netflix,0,2024-10-15T17:39:07Z,@lawrencebrazier4888,Neutral,{'surprise': 1},0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
Mike Tyson is the best,0,2024-10-15T17:36:21Z,@thomashaugh8720,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"Knowing Netflix, they probably wrote the entire script for the match 😂",0,2024-10-15T17:32:22Z,@gelicainouza8481,Neutral,{'positive': 1},0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jake Paul needs the KSI song treatment or hes never gonna stop his shit,1,2024-10-15T17:30:30Z,@easypro,Negative,"{'anger': 1, 'disgust': 1, 'negative': 1}",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
20% dislike ratio is crazy,0,2024-10-15T17:29:14Z,@easypro,Negative,"{'anger': 2, 'disgust': 1, 'negative': 2, 'fear': 1, 'sadness': 1}",2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
Tyson better knock him out within the first 10 rounds,0,2024-10-15T17:25:46Z,@deepcover_studios,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Jake is on so much juice for this fight it's disgusting.,0,2024-10-15T17:24:39Z,@federalagent7334,Negative,"{'anger': 2, 'fear': 2, 'negative': 2, 'disgust': 1}",2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Ef right off,0,2024-10-15T17:22:43Z,@warrencapes8286,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
😬 Netflix is gonna crash 😳,0,2024-10-15T17:21:46Z,@lovethe1970s,Neutral,"{'fear': 1, 'negative': 1, 'sadness': 1, 'surprise': 1}",0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
"please just no hugging... Logan's last fight I saw he was just hugging his opponent.
I don't care for boxing unless it's to do with Rocky or Creed movies, or KSI and maybe jake or loagn, but I want to see a fight where BOTH want to win. So no hugging",0,2024-10-15T17:19:31Z,@chaosiscoming9184,Positive,"{'anger': 4, 'fear': 3, 'negative': 3, 'anticipation': 1, 'disgust': 1}",4.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
I am so much ready to see it 🤘🤘🏽🤟🏻,0,2024-10-15T17:17:26Z,@husnainnaeem553,Positive,{'anticipation': 1},0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
Jakey Paul about to beat up a retiree,0,2024-10-15T17:12:37Z,@happysquad,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
IRON Mike Tyson 💪💪💪👊,5,2024-10-15T17:11:19Z,@oldrichdiepolt9451,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
The fight of the year 🥊🥊,6,2024-10-15T17:09:40Z,@Fightzone.100,Neutral,"{'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"one was world champion, the other was a youtuber and you are the face of the sport? cmon",0,2024-10-15T17:07:27Z,@lucaskenjiogawa2598,Negative,"{'anticipation': 1, 'joy': 1, 'positive': 1, 'trust': 1}",0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
"Bro i thought they already fight, lol, its been really long since the news about they fight, now the date is 1 more months😂",0,2024-10-15T17:07:08Z,@FromtheFuture0,Positive,"{'anticipation': 2, 'anger': 2, 'fear': 2, 'negative': 2}",2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1
Mike Tyson fans comment here,0,2024-10-15T17:06:39Z,@a5_3095,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
How is Jake called el gallo he’s not Hispanic,1,2024-10-15T17:00:36Z,@humansmoke2891,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Netflix is doing it with this one!,0,2024-10-15T16:59:04Z,@Motiv8_Motiv8,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Next, he's going to fight Ali",0,2024-10-15T16:58:27Z,@SongofIceandTea,Neutral,"{'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Hmm what else do I get if I watch Netflix ???,0,2024-10-15T16:58:17Z,@ciscole2831,Neutral,"{'anticipation': 1, 'fear': 1}",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
I know it’s fictional but yall ever watch an anime where the old sensei CLEARS the enemy who is way younger and as the audience we go “hell yea don’t mess with the greatest” this is how I’m viewing it. If Mike wins then it’s gnna be that same sweet moment where you don’t mess with the best even if they’re old.,0,2024-10-15T16:53:18Z,@dbzjerry,Positive,"{'anticipation': 3, 'fear': 3, 'anger': 2, 'disgust': 4, 'negative': 4, 'positive': 4, 'sadness': 1, 'trust': 3, 'joy': 1, 'surprise': 1}",2.0,3.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,4.0,1
Jake paul could possibly make his way into the latest fight night boxing game 😂,1,2024-10-15T16:51:36Z,@Dark2Light-33,Positive,"{'anger': 2, 'fear': 1, 'negative': 1}",2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Literally Rocky Balboa 2006,3,2024-10-15T16:49:52Z,@hollow-u8f,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
I THOUGHT THIS WAS CANCELED...AGAIN 🤔🤔🤔,0,2024-10-15T16:48:14Z,@Diva8204,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Tyson needs to win this.,1,2024-10-15T16:47:57Z,@werth79,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
I Paul wins it it’s fake like all Their fights,0,2024-10-15T16:47:35Z,@blakekiller8514,Negative,{'negative': 1},0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Rip Jake,0,2024-10-15T16:35:05Z,@AdamFeuerauge,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
😂,1,2024-10-15T16:33:33Z,@techcombo5943,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Fifa 24 mobile song,0,2024-10-15T16:31:52Z,@fXr1dun,Neutral,{'anticipation': 1},0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
"Tyson, Gen X is counting on you.",0,2024-10-15T16:30:23Z,@cierrablue,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Feel like this is just a joke Mike is a legend Jake Paul is a disgrace when he comes on the screen for anything I immediately turn it off can’t stand him if it was Logan might have been interested,0,2024-10-15T16:29:01Z,@robbocop1234,Positive,"{'negative': 3, 'anger': 1, 'disgust': 2, 'sadness': 2, 'anticipation': 1, 'positive': 2}",1.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,1
Lowkey forgot about this fight,1,2024-10-15T16:28:48Z,@DanteCashinOut,Neutral,"{'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
I just cancelled Netflix,0,2024-10-15T16:23:42Z,@justonjenkins1589,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Whoever sanctioned this is either corrupt or irresponsible.,0,2024-10-15T16:17:36Z,@DiegoSouto-fy9su,Negative,{'negative': 2},0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Excited to watch🔥🔥,0,2024-10-15T16:16:36Z,@01KATARIA,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
I Wish @JakePaul Would Fight Me For A Million Dollar's Or 2 Or 3 I Wouldn't Put On A Show I'd Knock Your Ass Out Real Quick !,0,2024-10-15T16:13:41Z,@LMK-y2g,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
tyson is going down dude is a grandpa,0,2024-10-15T16:11:30Z,@robzmagiq86,Negative,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Who is ready to Paul knocked out?,0,2024-10-15T16:11:27Z,@mpalmer7800,Positive,{'anticipation': 1},0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
Imagine That if Mike tyson Punch Jake paul mouth it's over mike tyson looks so good Rip Jake paul 1997 2024 Funeral 🌹 ⚰️ 🪦 🕊 😢,0,2024-10-15T16:08:30Z,@NorlenxPercyNP-o5c,Positive,"{'surprise': 2, 'anticipation': 1, 'joy': 1, 'positive': 1, 'trust': 1}",0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1
"Paul: “Im the face of this sport”

Also Paul: Only ever fought one real boxer and lost",198,2024-10-15T15:53:44Z,@TyrellWellickEcorp,Positive,"{'positive': 1, 'trust': 1, 'negative': 1, 'sadness': 1}",0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
This is getting real old fast hurry the hell up about this stupid fight already Netflix wtf with these stupid trailers and press conferences the fight already been delayed once and it's getting old fast already enough just fight and get the damn thing started already listing to this crap almost a year now,0,2024-10-15T15:52:01Z,@vinnygognitti8858,Negative,"{'positive': 1, 'trust': 1, 'anticipation': 1, 'anger': 5, 'disgust': 3, 'fear': 4, 'negative': 9, 'sadness': 1}",5.0,4.0,9.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,0
Jake Paul is gonna call out Muhammad Ali for this next fight and will have his grave dug up to box him.,2,2024-10-15T15:49:54Z,@skullraptor59,Neutral,"{'anger': 1, 'fear': 2, 'negative': 2, 'sadness': 1}",1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
Keep the fire burning 🔥🔥🔥🔥,0,2024-10-15T15:48:16Z,@petrodwayne3991,Neutral,{'fear': 1},0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
I'm honesty upset Tyson is fighting this jack@$$ because he's giving him the attention he wants,0,2024-10-15T15:47:46Z,@lovelylipbonesouwwwwwwwolv2198,Positive,"{'positive': 3, 'trust': 1, 'anger': 2, 'negative': 2, 'sadness': 1}",2.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1
This isn't a fair fight cuz the age gap but I hope he can teach him a lesson,1,2024-10-15T15:47:14Z,@lovelylipbonesouwwwwwwwolv2198,Positive,"{'positive': 4, 'anger': 1, 'fear': 1, 'negative': 2, 'anticipation': 2, 'joy': 2, 'surprise': 2, 'trust': 3}",1.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,0.0,0.0,1
Looking forward to this fight.,0,2024-10-15T15:46:14Z,@ervinkaric5963,Neutral,"{'positive': 1, 'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
I hope it is an actual real fight. Cuz Tyson gonna floor him if it is. I have a feeling he’s getting paid to lose though.,0,2024-10-15T15:45:17Z,@TheLastLineLive,Positive,"{'anticipation': 2, 'joy': 2, 'positive': 4, 'surprise': 3, 'trust': 3, 'anger': 3, 'fear': 3, 'negative': 3, 'disgust': 2, 'sadness': 2}",3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,1
Clown fight,1,2024-10-15T15:44:21Z,@luketuto8682,Neutral,"{'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"This is no contest, Mike Tyson is a real fighter",0,2024-10-15T15:43:46Z,@acemarvel1564,Positive,"{'positive': 1, 'trust': 1}",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
I will try to watch if I can.,0,2024-10-15T15:43:19Z,@DBCHeavyweightBoxing,Neutral,"{'anticipation': 1, 'fear': 1}",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
